version,isuserpro,isuserstaff,haspaywall,israted,isoriginal,hascustomaudio,hascustomvideo,ncomments,nfavorites,nviews,nratings,rating,license,licenseurl,genres,groups,tags,songname,title,subtitle,artistname,composername,publisher,complexity,ntracks,tracks,songlength,songlengthseconds,songlengthbars,songlengthbeats,nnotes,notesperbar,nannotations,nlyrics,haslyrics,ntokens,pitchclassentropy,scaleconsistency,grooveconsistency,bestpath,isbestpath,bestarrangement,isbestarrangement,bestuniquearrangement,isbestuniquearrangement,subsetrated,subsetdeduplicated,subsetrateddeduplicated,path_metadata,hasmetadata_isuserpublisher_isofficial_isdraft_hasannotations_subsetall
2.06,False,False,False,False,False,False,False,8,6,767,0,0.0,cc-zero,https://creativecommons.org/publicdomain/zero/1.0/,,,,,!,,,,,0,12,0-0-0-0-0-0-0-0-0-0-0-0,60960,89.64684788742302,32,128,551,17.21875,1,0,False,552,2.747255930643242,1.0,0.9419642857142856,/data2/zachary/musescore/data/T/k/QmTk24CMWw6yDiVtQcWxewFF9V8v7a7HTZ9dNDmL8VAhEW.mscz,False,/data2/zachary/musescore/data/e/9/Qme98LvdV1hafiprJfmrfm43EHL2Kkjwf1wStpn2iofFpR.mscz,True,/data2/zachary/musescore/data/e/9/Qme98LvdV1hafiprJfmrfm43EHL2Kkjwf1wStpn2iofFpR.mscz,True,False,True,False,./data/e/9/Qme98LvdV1hafiprJfmrfm43EHL2Kkjwf1wStpn2iofFpR.json./metadata/8/2357966.json,TrueFalseFalseFalseTrueTrue
3.01,True,False,False,False,False,False,False,0,0,1,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,,,,John Joe's,John Joe's,,Misc tunes,,,1,1,0,57600,29.9999999996,40,240,198,4.95,5,0,False,203,2.490213171475307,1.0,0.9395833333333332,/data2/zachary/musescore/data/Y/T/QmYTrMnu1wWnKcxXbDpVCyaDPGq3GiPQ7GTbKvnDXg7Ya4.mscz,False,/data2/zachary/musescore/data/a/a/QmaahMHX51JmiE3LZUbdFpvTTuMdiV8Uvmvg6WPn1ATqJ5.mscz,False,/data2/zachary/musescore/data/a/a/QmaahMHX51JmiE3LZUbdFpvTTuMdiV8Uvmvg6WPn1ATqJ5.mscz,False,False,False,False,./data/Z/b/QmZbSfEDpQfLzHAxsQmpfeXFKLo21XAAR4ArfhdgjJgYQF.json./metadata/4/4932023.json,TrueFalseFalseFalseTrueTrue
3.01,True,False,False,False,False,False,False,0,0,2,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,,,,Billy's A Bonney Lad. JaW.051,Billy's A Bonney Lad. JaW.051,,Misc tunes,..a gud reel,,1,1,0,30720,19.200019199529603,32,64,118,3.6875,4,0,False,122,2.706980383225984,1.0,0.9375,/data2/zachary/musescore/data/d/T/QmdTCdjtMkqFUTNiMY2wyD6KFDrBeMqxzMrqpR8TbiJUsA.mscz,False,/data2/zachary/musescore/data/a/o/QmaoLTPwwp5nHPLAM6PGPRZ9QSe6EKABf1Y8TqQGF1Cpj9.mscz,False,/data2/zachary/musescore/data/c/E/QmcEQJFNNJP9ZrGkTFMYJdF5beuijFp12VxGPRjcXUUe2Z.mscz,False,False,False,False,./data/U/f/QmUfNSh2jy2ZQFtkz7GB4UhjQdxnAifYeMz5LqwsjVHcBe.json./metadata/8/4878015.json,TrueFalseFalseFalseTrueTrue
3.01,True,False,False,False,False,False,False,0,0,2,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,,,,The Machine without Horses,the Machine without Horses,,Misc tunes,,,1,1,0,46080,23.99999999968,36,193,187,5.194444444444445,5,0,False,192,2.714532764512488,0.9893048128342246,0.9670138888888888,/data2/zachary/musescore/data/Y/T/QmYTrMnu1wWnKcxXbDpVCyaDPGq3GiPQ7GTbKvnDXg7Ya4.mscz,False,/data2/zachary/musescore/data/a/a/QmaahMHX51JmiE3LZUbdFpvTTuMdiV8Uvmvg6WPn1ATqJ5.mscz,False,/data2/zachary/musescore/data/a/a/QmaahMHX51JmiE3LZUbdFpvTTuMdiV8Uvmvg6WPn1ATqJ5.mscz,False,False,False,False,./data/Y/Z/QmYZXRhhMLjJHR1qbQpFgBpgiKN6FiPGV1jxEuLLinkbgm.json./metadata/5/5072824.json,TrueFalseFalseFalseTrueTrue
3.01,True,False,False,False,False,False,False,0,0,18,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,,,,Asgill's Rant,Asgill's Rant,,Misc tunes,,,1,1,0,28800,14.9999999998,20,120,104,5.2,5,0,False,109,2.6982640654785017,1.0,0.95,/data2/zachary/musescore/data/U/j/QmUjiJmYmpBfQWhrJH4fqnQLo1kZUtewLyzjGVyWXXU2pz.mscz,False,/data2/zachary/musescore/data/U/j/QmUjiJmYmpBfQWhrJH4fqnQLo1kZUtewLyzjGVyWXXU2pz.mscz,False,/data2/zachary/musescore/data/U/j/QmUjiJmYmpBfQWhrJH4fqnQLo1kZUtewLyzjGVyWXXU2pz.mscz,False,False,False,False,./data/Z/v/QmZv65gF63TRSd7pufjd9qhYmwzmYyKfwhJyrFrxJXgoDc.json./metadata/1/4936550.json,TrueFalseFalseFalseTrueTrue
3.01,True,False,False,False,False,False,False,0,0,3,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,,,,Q Nights,Q Nights,,Misc tunes,,,1,1,0,46080,23.99999999968,16,192,158,9.875,2,0,False,160,2.476413888997672,1.0,0.9418402777777778,/data2/zachary/musescore/data/Y/T/QmYTrMnu1wWnKcxXbDpVCyaDPGq3GiPQ7GTbKvnDXg7Ya4.mscz,False,/data2/zachary/musescore/data/a/a/QmaahMHX51JmiE3LZUbdFpvTTuMdiV8Uvmvg6WPn1ATqJ5.mscz,False,/data2/zachary/musescore/data/a/a/QmaahMHX51JmiE3LZUbdFpvTTuMdiV8Uvmvg6WPn1ATqJ5.mscz,False,False,False,False,./data/a/7/Qma7fe5ibRfvkYP3EkLyiG71VAoiFU5kdE23NSNQ8iEDMo.json./metadata/8/5094983.json,TrueFalseFalseFalseTrueTrue
3.01,True,False,False,False,False,False,False,0,0,7,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,,,,DI PLACER MI BALZA IL COR,DI PLACER MI BALZA IL COR,(My heart leaps with pleasure),Misc tunes,,,1,1,0,75360,90.57709726129706,56,161,342,6.107142857142857,30,0,False,372,2.8366845124154185,0.9642857142857144,0.8664529914529915,/data2/zachary/musescore/data/P/Y/QmPYHjXqWFsTqXQ5WnMAqSCmWrZqFtX7DUpuJHfrZk1cSX.mscz,False,/data2/zachary/musescore/data/a/F/QmaFy2go74yfAjdxeNqCFyoaupd4S27YkihkHq2pVPC6ZU.mscz,False,/data2/zachary/musescore/data/b/t/QmbtFW9XiG3m3u1VbWMo2nBoka6hrarYgbEnzucPsyioFv.mscz,True,False,True,False,./data/b/t/QmbtFW9XiG3m3u1VbWMo2nBoka6hrarYgbEnzucPsyioFv.json./metadata/6/4652184.json,TrueFalseFalseFalseTrueTrue
3.01,True,False,False,False,False,False,False,0,0,1,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,,,,X,X,,Misc tunes,,,1,1,0,53760,27.999999999626667,35,225,213,6.085714285714285,5,0,False,218,2.7739540714072533,0.9859154929577464,0.9776785714285714,/data2/zachary/musescore/data/Y/T/QmYTrMnu1wWnKcxXbDpVCyaDPGq3GiPQ7GTbKvnDXg7Ya4.mscz,False,/data2/zachary/musescore/data/a/a/QmaahMHX51JmiE3LZUbdFpvTTuMdiV8Uvmvg6WPn1ATqJ5.mscz,False,/data2/zachary/musescore/data/a/a/QmaahMHX51JmiE3LZUbdFpvTTuMdiV8Uvmvg6WPn1ATqJ5.mscz,False,False,False,False,./data/X/4/QmX4hvFSPtwfvXzrCLffBYAW1Csu7qjTfxx7MdXuZBqeDz.json./metadata/2/4865994.json,TrueFalseFalseFalseTrueTrue
3.01,True,False,False,False,False,False,False,0,0,1,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,,,,The Princes favorite,The Princes Favorite,,Misc tunes,,,1,1,0,30000,31.24999999919271,34,66,130,3.823529411764706,5,0,False,135,2.805049869962043,0.953846153846154,0.9569444444444444,/data2/zachary/musescore/data/a/X/QmaXAi5KJ6KGETkwCXqv7UpB1Gr2CYxKPwYHjDEP68P7sj.mscz,False,/data2/zachary/musescore/data/a/X/QmaXAi5KJ6KGETkwCXqv7UpB1Gr2CYxKPwYHjDEP68P7sj.mscz,False,/data2/zachary/musescore/data/P/5/QmP59ag2PcAgEb5eaQNkAiDhP4P3LFHN16Qx2iLk2wfZBU.mscz,True,False,True,False,./data/P/5/QmP59ag2PcAgEb5eaQNkAiDhP4P3LFHN16Qx2iLk2wfZBU.json./metadata/9/5016971.json,TrueFalseFalseFalseTrueTrue
3.01,True,False,False,False,False,False,False,0,0,3,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,,,,Old Doctor: Renegade,Old Doctor: Renegade,(A Pro-Fun Troll Dance Tune for fiddle and banjo),Misc tunes,,,1,1,0,15120,15.749999999593124,8,32,55,6.875,2,50,True,107,2.635981474128743,1.0,0.9345238095238096,/data2/zachary/musescore/data/R/K/QmRKidnZuAqHqviw9qy4fSo9Eye3RPSYXPoQrH1isje22f.mscz,False,/data2/zachary/musescore/data/d/3/Qmd3Da5UErx3SniWbABTCneSPkHnPZDGYcDkbXrcmTdrFQ.mscz,False,/data2/zachary/musescore/data/T/A/QmTAbkhqPE5itzHrFsFXfnhwjJ2nYGzD1eAL1LwKhbcP5r.mscz,False,False,False,False,./data/d/G/QmdGmfQiYNmeeH7AgbCz5rURVdLAcUoZ9CMbbhC9vf7Y6s.json./metadata/6/4878855.json,TrueFalseFalseFalseTrueTrue
3.01,True,False,False,False,False,False,False,0,0,5,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,classical,,,Responsum accepit Simeon,Responsum accepit Simeon - William Byrd,,William Byrd,Responsum accepit Simeon - Byrd,,0,5,73-73-73-73-73,241920,169.0695503568167,63,63,870,13.80952380952381,54,634,True,1558,2.964738441741716,0.9597238204833142,0.9755291005291006,/data2/zachary/musescore/data/a/v/QmavjJsb1FGhGJKvMaEuVQCKQEupsMBeesEEHQdn2NA1bf.mscz,True,/data2/zachary/musescore/data/a/v/QmavjJsb1FGhGJKvMaEuVQCKQEupsMBeesEEHQdn2NA1bf.mscz,True,/data2/zachary/musescore/data/a/v/QmavjJsb1FGhGJKvMaEuVQCKQEupsMBeesEEHQdn2NA1bf.mscz,True,False,True,False,./data/a/v/QmavjJsb1FGhGJKvMaEuVQCKQEupsMBeesEEHQdn2NA1bf.json./metadata/4/5761161.json,TrueFalseFalseFalseTrueTrue
3.01,True,False,False,True,False,False,False,1,4,89,5,4.87,cc-zero,https://creativecommons.org/publicdomain/zero/1.0/,classical,,children-bartok-piano-thcentury,For Children Sz.42,B. Bartok For Children Vol. 1 Nr.22 Allegretto Sz42,Book 1 (after Hungarian Folksongs),Béla Bartók,Béla BartókRevised and Arrangedby the Composer January 1945,,1,1,0,21600,28.72334314107445,15,45,174,11.6,52,0,False,226,2.784511989498839,0.9655172413793104,0.8977272727272727,/data2/zachary/musescore/data/W/2/QmW2D3MVSSdSdMq4Sn17NZ6RFNP1k4yiKR98k6qmpLhgCs.mscz,False,/data2/zachary/musescore/data/W/2/QmW2D3MVSSdSdMq4Sn17NZ6RFNP1k4yiKR98k6qmpLhgCs.mscz,False,/data2/zachary/musescore/data/f/U/QmfUzDv1d3tAnZtYQ9aGBqDHZ6Rwuaqi7LQ7VauYUYAcFP.mscz,True,True,True,True,./data/f/U/QmfUzDv1d3tAnZtYQ9aGBqDHZ6Rwuaqi7LQ7VauYUYAcFP.json./metadata/1/6050011.json,TrueFalseFalseFalseTrueTrue
3.01,True,False,False,False,False,False,False,0,0,5,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,,,,O Jenny o Jenny where hast thou been,O Jenny o Jenny where hast thou been,,Misc tunes,,,1,1,0,46080,47.99999999876,18,96,72,4.0,2,0,False,74,2.693940892837666,1.0,0.9670138888888888,/data2/zachary/musescore/data/a/r/QmarfEeWoLuPJEQiPLGaC85o9pKCDrm8cEgtUtgyMp4c83.mscz,False,/data2/zachary/musescore/data/a/r/QmarfEeWoLuPJEQiPLGaC85o9pKCDrm8cEgtUtgyMp4c83.mscz,False,/data2/zachary/musescore/data/S/8/QmS8PK2Jihs5v7cwDaeQGNpdcVToPT1vtqAnoBr89KRepr.mscz,False,False,False,False,./data/U/7/QmU78Z9buDVKf8Dt5AazxYvqDyaz3EZ39G1PqP8jLocSoR.json./metadata/5/4958096.json,TrueFalseFalseFalseTrueTrue
2.06,True,False,False,False,False,False,False,0,2,90,0,0.0,cc-zero,https://creativecommons.org/publicdomain/zero/1.0/,classical,digitalsangbokforkor,,The water doctor,The water doctor (kanon),,Anonymous,anon. (c. 1787),,0,3,52-52-52,30720,63.99999999829333,18,66,246,13.666666666666666,4,230,True,480,2.892882439698404,0.956896551724138,0.9583333333333334,/data2/zachary/musescore/data/d/f/Qmdfec19VN3DymiFavWX8wtWVBQM16uQoSttDJBhdtfKSr.mscz,True,/data2/zachary/musescore/data/d/f/Qmdfec19VN3DymiFavWX8wtWVBQM16uQoSttDJBhdtfKSr.mscz,True,/data2/zachary/musescore/data/d/f/Qmdfec19VN3DymiFavWX8wtWVBQM16uQoSttDJBhdtfKSr.mscz,True,False,True,False,./data/d/f/Qmdfec19VN3DymiFavWX8wtWVBQM16uQoSttDJBhdtfKSr.json./metadata/1/3072821.json,TrueFalseFalseFalseTrueTrue
3.01,True,False,False,False,False,False,False,0,0,2,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,classical,,,How do I know my sins forgiven - James McGranahan,How do I know my sins forgiven - James McGranahan,,James McGranahan,,,1,1,0,32160,39.89992319911645,20,67,216,10.8,12,0,False,228,2.566500811814805,1.0,0.9661458333333334,/data2/zachary/musescore/data/P/D/QmPDGPmKRnzjEueDYtCTy9n6cf3sAdV5JVQAqoQVGe1Kw3.mscz,False,/data2/zachary/musescore/data/P/D/QmPDGPmKRnzjEueDYtCTy9n6cf3sAdV5JVQAqoQVGe1Kw3.mscz,False,/data2/zachary/musescore/data/S/X/QmSXnKZep4Re98x2aUSbYxpQA5cUfcBYoKu19cySe9egyf.mscz,True,False,True,False,./data/S/X/QmSXnKZep4Re98x2aUSbYxpQA5cUfcBYoKu19cySe9egyf.json./metadata/7/5808425.json,TrueFalseFalseFalseTrueTrue
3.01,True,False,False,False,False,False,False,0,0,2,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,,,,Mo Mhàiri Mhin Mheall' Shuileach,Mo Mhàiri Mhin Mheall' Shuileach,,Misc tunes,,,1,1,0,30720,31.999999999173333,20,68,152,7.6,3,0,False,155,2.3581061680793702,1.0,0.90234375,/data2/zachary/musescore/data/d/g/Qmdgb3DiiMziKUwawGTPE5AwJZzbRBETxrC6YNLT68dm4U.mscz,False,/data2/zachary/musescore/data/d/z/Qmdz89ACQstSBnRvijquheBpnUT8ic66mogWZXnFcBrSNh.mscz,False,/data2/zachary/musescore/data/T/Y/QmTY14dJCL7WR3M5VnT5xekCCcM37a84AcY5v7uHkJBmXu.mscz,False,False,False,False,./data/Q/a/QmQab2NjFJ81VrMMcbZUniNz3LmXRvFzkVTkjMLZ8XGULf.json./metadata/9/4904390.json,TrueFalseFalseFalseTrueTrue
3.01,True,False,False,False,True,False,False,0,0,11,0,0.0,cc-zero,https://creativecommons.org/publicdomain/zero/1.0/,,,,That's Just How I'm Feelin,That's Just How I'm Feelin,,Kilometres,,,0,8,0-40-40-42-42-43-56-89,186240,302.54790136602765,97,388,2295,23.65979381443299,125,0,False,2420,3.006914819732547,0.9052815364469664,0.9574742268041238,/data2/zachary/musescore/data/e/y/QmeyLGAyohDWBJo6DR8ysEe2TgPWdxPyvcf2vSJBQkXLqF.mscz,True,/data2/zachary/musescore/data/e/y/QmeyLGAyohDWBJo6DR8ysEe2TgPWdxPyvcf2vSJBQkXLqF.mscz,True,/data2/zachary/musescore/data/e/y/QmeyLGAyohDWBJo6DR8ysEe2TgPWdxPyvcf2vSJBQkXLqF.mscz,True,False,True,False,./data/e/y/QmeyLGAyohDWBJo6DR8ysEe2TgPWdxPyvcf2vSJBQkXLqF.json./metadata/0/5923131.json,TrueFalseFalseFalseTrueTrue
3.01,True,False,False,False,False,False,False,0,0,3,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,classical,,,In life's earnest morning,In life's earnest morning - Ebenezer S. Oakley,,Ebenezer S. Oakley,Thomas Morley 1867,,0,2,0-0,28080,29.249999999244373,16,55,176,11.0,3,0,False,179,2.8473338989664145,0.9647058823529412,0.9642857142857144,/data2/zachary/musescore/data/T/J/QmTJYAonFZQxVYkSy2kuf3Y3iyDMif1oFRdXS7w9BdW37W.mscz,True,/data2/zachary/musescore/data/T/J/QmTJYAonFZQxVYkSy2kuf3Y3iyDMif1oFRdXS7w9BdW37W.mscz,True,/data2/zachary/musescore/data/T/J/QmTJYAonFZQxVYkSy2kuf3Y3iyDMif1oFRdXS7w9BdW37W.mscz,True,False,True,False,./data/T/J/QmTJYAonFZQxVYkSy2kuf3Y3iyDMif1oFRdXS7w9BdW37W.json./metadata/8/5765601.json,TrueFalseFalseFalseTrueTrue
3.01,True,False,False,False,False,False,False,0,0,4,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,folk,,,Farewell to Erin,Farewell To Erin,,Misc Traditional,,,1,1,0,61440,63.99999999834667,35,131,246,7.0285714285714285,4,0,False,250,2.5418470507644826,1.0,0.90234375,/data2/zachary/musescore/data/U/f/QmUfTkg1CyeVNPBwjqHSMVnQpszC3Rqzw78vFovKjud6dw.mscz,False,/data2/zachary/musescore/data/U/f/QmUfTkg1CyeVNPBwjqHSMVnQpszC3Rqzw78vFovKjud6dw.mscz,False,/data2/zachary/musescore/data/V/i/QmViSi9XLXDHkHq5d4BoUjF5mcoTNwxw8A1sAmugd4RGNG.mscz,False,False,False,False,./data/V/w/QmVwKuBAuNpNrycqUFs2nB1VVvpwJhbKNuFVGDCZxAb2NX.json./metadata/4/4703499.json,TrueFalseFalseFalseTrueTrue
3.01,True,False,False,False,False,False,False,0,0,4,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,,,,Sergt. Early's jig,Sergt. Early's jig,,Misc tunes,anon.,,1,1,0,35280,11.999999999834142,27,148,135,5.0,4,0,False,139,2.66058292604832,0.9925925925925926,0.9537037037037036,/data2/zachary/musescore/data/c/R/QmcR7Z9a9yj3XNxwWw3BXcyE9t4FWDJQrdwQvHpV2sXPMq.mscz,False,/data2/zachary/musescore/data/c/R/QmcR7Z9a9yj3XNxwWw3BXcyE9t4FWDJQrdwQvHpV2sXPMq.mscz,False,/data2/zachary/musescore/data/c/R/QmcR7Z9a9yj3XNxwWw3BXcyE9t4FWDJQrdwQvHpV2sXPMq.mscz,False,False,False,False,./data/c/7/Qmc7zBRKpoj9bKbyp5uphKuHUEqLypsezFphSmv9B337Hx.json./metadata/2/4867702.json,TrueFalseFalseFalseTrueTrue
3.01,True,False,False,False,False,False,False,0,0,2,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,,,,The Wise Maid,The Wise Maid,All Around the World,Misc tunes,,,1,1,0,75120,78.24999999797853,42,159,295,7.023809523809524,2,0,False,297,2.637333632671089,1.0,0.9455128205128204,/data2/zachary/musescore/data/V/2/QmV2RMMZuHxhgQqEUV98FpFGJ5mPuDVSXy36xRDW62c8S4.mscz,False,/data2/zachary/musescore/data/V/2/QmV2RMMZuHxhgQqEUV98FpFGJ5mPuDVSXy36xRDW62c8S4.mscz,False,/data2/zachary/musescore/data/V/2/QmV2RMMZuHxhgQqEUV98FpFGJ5mPuDVSXy36xRDW62c8S4.mscz,False,False,False,False,./data/e/u/Qmeut1MTBpY9KYyySpkYRyTt6FEZdiUQmFRK6pSYVgFHBL.json./metadata/7/5047728.json,TrueFalseFalseFalseTrueTrue
3.01,True,False,False,False,False,False,False,1,2,44,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,classical,,,Ecce sacerdos magnus,Ecce sacerdos magnus - Tomás Luis de Victoria,,Tomás Luis de Victoria,Ecce sacerdos magnus - Victoria,,0,4,73-73-73-73,176640,103.16389285059496,46,46,431,9.369565217391305,40,272,True,743,2.9349510018460467,0.9533799533799534,0.9812047101449276,/data2/zachary/musescore/data/Z/n/QmZnbduqtUN7tba9knFuZ5gNHZgvGKinyx1SWke1KTPxxv.mscz,False,/data2/zachary/musescore/data/Q/X/QmQXwn8WyBzJoQUr5YW1QXW7Ustosr7ut6UX2txYzXvw8D.mscz,True,/data2/zachary/musescore/data/Q/X/QmQXwn8WyBzJoQUr5YW1QXW7Ustosr7ut6UX2txYzXvw8D.mscz,True,False,True,False,./data/Q/X/QmQXwn8WyBzJoQUr5YW1QXW7Ustosr7ut6UX2txYzXvw8D.json./metadata/2/5787248.json,TrueFalseFalseFalseTrueTrue
3.01,True,False,False,False,False,False,False,0,0,3,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,classical,,,O Thou That Hearest Prayer Now To My Soul,O Thou That Hearest Prayer Now To My Soul - Fanny Crosby,,Fanny Crosby,,,0,2,0-91,30720,36.571428570479455,16,64,154,9.625,1,1,True,156,2.865368820414888,0.9675324675324676,0.97265625,/data2/zachary/musescore/data/Y/j/QmYjCdJFZGtgMDtHNByrmqs8sKCKuL7zNvFG7fojCzeN1Z.mscz,False,/data2/zachary/musescore/data/W/N/QmWNgC9G4vEaxVTwGXqYBggNdf1twjos1Xx2Av9BtuHsxj.mscz,False,/data2/zachary/musescore/data/b/i/QmbidUrkjF5aKM5eLYjFsBYnMcYe1eZeAuuvuSnBtvFt2i.mscz,False,False,False,False,./data/W/k/QmWkBmSnwr4ECgUEGaYfvgpX4UqXk2EzNvjvT1mmWV2SDR.json./metadata/2/5770438.json,TrueFalseFalseFalseTrueTrue
3.01,True,False,False,False,False,False,False,0,0,1,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,,,,The Gathering Part 1,The Gathering Part 1,,Misc tunes,,,1,1,0,30720,31.999999999173333,16,64,134,8.375,1,0,False,135,2.67609440764313,1.0,0.9244791666666666,/data2/zachary/musescore/data/c/R/QmcR7Z9a9yj3XNxwWw3BXcyE9t4FWDJQrdwQvHpV2sXPMq.mscz,False,/data2/zachary/musescore/data/c/R/QmcR7Z9a9yj3XNxwWw3BXcyE9t4FWDJQrdwQvHpV2sXPMq.mscz,False,/data2/zachary/musescore/data/c/R/QmcR7Z9a9yj3XNxwWw3BXcyE9t4FWDJQrdwQvHpV2sXPMq.mscz,False,False,False,False,./data/W/1/QmW13mF4J78fiZoq4r9WVR9FwthGASVbvmbQrN6NnvcYGm.json./metadata/3/4845848.json,TrueFalseFalseFalseTrueTrue
2.06,True,False,False,False,False,False,False,0,2,78,0,0.0,cc-zero,https://creativecommons.org/publicdomain/zero/1.0/,classical,digitalsangbokforkor,,The street intrigue,The street intrigue (kanon),,Thomas Augustine Arne,Thomas Arne (1710-1778),,0,3,52-52-52,56160,38.99999999946917,40,233,424,10.6,4,424,True,852,2.739472179148356,0.9856115107913668,0.9109195402298852,/data2/zachary/musescore/data/Q/j/QmQjdg7SCAvftosQpJk1963NYP9p89PtLnAfTh2peLYCd5.mscz,True,/data2/zachary/musescore/data/Q/j/QmQjdg7SCAvftosQpJk1963NYP9p89PtLnAfTh2peLYCd5.mscz,True,/data2/zachary/musescore/data/Q/j/QmQjdg7SCAvftosQpJk1963NYP9p89PtLnAfTh2peLYCd5.mscz,True,False,True,False,./data/Q/j/QmQjdg7SCAvftosQpJk1963NYP9p89PtLnAfTh2peLYCd5.json./metadata/3/3073006.json,TrueFalseFalseFalseTrueTrue
2.03,True,False,False,False,False,False,False,1,1,190,0,0.0,cc-zero,https://creativecommons.org/publicdomain/zero/1.0/,,openwelltemperedclavier,openwtc,,Prelude and Fugue 18 - OpenWTC,BWV 863,,,,2,1,0,231360,200.74999999531707,70,480,1441,20.585714285714285,8,0,False,1449,3.291944616412428,0.8589298123697012,0.9098958333333332,/data2/zachary/musescore/data/V/M/QmVMiut78czREPdXcexEvFdPMunXaZWpMopTEYWGnh9SC7.mscz,False,/data2/zachary/musescore/data/U/L/QmULSc3P9k5HsFNzgEhyhNQqae51wzQ46KyYBg2sr1D7Gr.mscz,False,/data2/zachary/musescore/data/W/9/QmW9WqpqGxyPrfXpjXPehbddW6J3KHmvjidorbAfA4JAD2.mscz,False,False,False,False,./data/e/p/QmepgyvR2hH59vWABKn7Hovi7MLHBE9VfDyCviqF1xKBE6.json./metadata/6/541016.json,TrueFalseFalseFalseTrueTrue
3.01,True,False,False,False,False,False,False,1,0,24,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,,,,Joc Aroman,Joc Aroman,,Misc tunes,,,0,1,42,15360,24.00005999952,16,32,72,4.5,2,0,False,74,2.452437502577629,1.0,0.9296875,/data2/zachary/musescore/data/Y/T/QmYTrMnu1wWnKcxXbDpVCyaDPGq3GiPQ7GTbKvnDXg7Ya4.mscz,False,/data2/zachary/musescore/data/c/m/QmcmNuUMNFWqqphipV7TfvQGadzt1XWjb6xWPTcGZRsmdx.mscz,False,/data2/zachary/musescore/data/d/j/QmdjXzXi1PV1EsGZ12drP8x9NFT6s8pvTGJs3eEY3jf33U.mscz,False,False,False,False,./data/R/F/QmRFWmpED1fLqhtcMPv7MZcPZR3Z5Z8hGm2s6GgkBarD4o.json./metadata/3/5095716.json,TrueFalseFalseFalseTrueTrue
3.01,False,False,False,False,True,False,False,0,3,137,0,0.0,cc-zero,https://creativecommons.org/publicdomain/zero/1.0/,,,,FSN - Kishi Ou no Hokori,FSN - Kishi Ou no Hokori,FSN,Juan Francisco Piqueras Toharias,,,0,1,57,86880,135.750339372285,61,181,200,3.278688524590164,1,0,False,201,2.6193406472929355,0.98,0.9171296296296296,/data2/zachary/musescore/data/V/x/QmVxpfKR4GLX9rKfd6JTiRtVgH5CTyxvyumRy13Q7jSPfk.mscz,False,/data2/zachary/musescore/data/T/u/QmTuu6Rq8JMtzgmXNXSaqQFGPzxBi49tMCJTP4pD6vzdPX.mscz,True,/data2/zachary/musescore/data/T/u/QmTuu6Rq8JMtzgmXNXSaqQFGPzxBi49tMCJTP4pD6vzdPX.mscz,True,False,True,False,./data/T/u/QmTuu6Rq8JMtzgmXNXSaqQFGPzxBi49tMCJTP4pD6vzdPX.json./metadata/0/5977905.json,TrueFalseFalseFalseTrueTrue
3.01,True,False,False,False,False,False,False,0,0,4,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,,,,The Maid Behind The Bar,the Maid Behind the Bar,,Misc tunes,,,1,1,0,61440,63.99999999834667,36,132,246,6.833333333333333,3,0,False,249,2.6074982250867915,1.0,0.9850260416666666,/data2/zachary/musescore/data/V/2/QmV2RMMZuHxhgQqEUV98FpFGJ5mPuDVSXy36xRDW62c8S4.mscz,False,/data2/zachary/musescore/data/V/2/QmV2RMMZuHxhgQqEUV98FpFGJ5mPuDVSXy36xRDW62c8S4.mscz,False,/data2/zachary/musescore/data/V/2/QmV2RMMZuHxhgQqEUV98FpFGJ5mPuDVSXy36xRDW62c8S4.mscz,False,False,False,False,./data/d/s/QmdsagoQdM5ApmcZtJMKAPFwe1KiCespvejEkqWJCHRcyT.json./metadata/4/4909519.json,TrueFalseFalseFalseTrueTrue
